source_id,raw_u-g,raw_g-r,raw_r-i,raw_i-z,u-g,g-r,r-i,i-z,r_mag,concentration_r,z_spec,z_spec_err,is_valid
69161,1.858150000000002,1.0320999999999998,0.43630999999999887,0.34291999999999945,1.8443797699999998,1.01712341,0.42767418000000035,0.3365203699999988,17.10557357,2.88490454492391,0.1484005,2.557966e-05,False
64883,1.234210000000001,0.6675299999999993,0.3972200000000008,0.2478100000000012,1.1937050000000013,0.6234763999999977,0.3718177900000015,0.22898555000000087,17.428197500000003,2.059251079446302,0.09664666,9.784966e-06,False
2495,1.5261900000000033,0.7884199999999986,0.3711100000000016,0.25178999999999974,1.4931389000000053,0.7524732999999983,0.35038240000000087,0.2364296899999978,17.7178342,2.3552363764520465,0.04697786,3.202611e-05,True
80296,1.296240000000001,1.7456899999999997,0.792110000000001,0.2784799999999983,1.274424670000002,1.7219634900000003,0.7784288000000004,0.2683414599999985,19.54734354,2.8365385528492446,0.4157756,8.920736e-05,False
19447,0.8026799999999987,1.6448600000000013,0.8042099999999976,0.4007300000000029,0.7661556999999988,1.6051358600000043,0.7813042399999972,0.38375555000000006,20.352115339999997,2.7084799722202377,-0.4597978,8.862209e-05,False
41331,2.7353299999999976,1.4015500000000003,0.6640600000000028,0.3937999999999988,2.701072199999995,1.3642909600000017,0.6425756500000013,0.3778788999999989,18.23558844,2.4070580028915627,0.224077,4.2625e-05,False
14888,1.4756099999999996,2.5881700000000016,1.1978299999999997,0.8495899999999992,1.4422393000000007,2.551875810000002,1.17690202,0.8340811899999991,21.666214189999998,2.053462709205908,0.7476708,0.0002709423,False
88636,1.8922799999999995,1.0720900000000029,0.43823999999999685,0.3155200000000029,1.879594700000002,1.058293380000002,0.43028457999999503,0.30962459000000564,17.136022139999998,2.5553944982102914,0.1457525,1.931267e-05,True
94892,0.9895899999999997,1.6233900000000006,0.9110099999999974,0.3486600000000024,0.9625766999999996,1.594010149999999,0.8940689499999976,0.33610574000000426,20.63124405,3.3091324505349102,36.71531692403011,0.0001080404,False
92731,1.9144300000000012,0.8568600000000011,0.4037600000000001,0.30098999999999876,1.9042702600000005,0.8458102100000016,0.39738846000000017,0.2962683299999984,14.338247659999999,3.3955861064299993,0.04667924,1.1924e-05,False
29130,0.9281399999999991,1.2392400000000023,0.9793599999999998,0.16338000000000008,0.8787665999999987,1.185541200000003,0.9483961600000015,0.14043404999999964,20.0326378,2.5396165063000926,0.5962027,0.0001386991,True
79022,1.3060200000000002,0.6469500000000004,0.39425999999999917,0.25150000000000006,1.2600537000000003,0.596956800000001,0.36543285000000125,0.23013746999999896,17.1342353,2.1688229824051986,0.0854352,9.426761e-06,False
